SKU	EAN-13	Descrição	Marca	Unidade de Medida (UM)	Categoria	Subcategoria	Origem do Produto	NCM	CEST	Estoque Mínimo	Estoque Máximo	Ponto de Pedido	Dimensões	Preço de Custo	Preço de Venda	Controle de Lote e Validade
kullka001	363	Waterproof Rain Boots	Photolist	UN	hortifruti		1 - Estrangeira Importação Direta	9417966	0{7			100	41x66x22 cm	39	86	true
kullka001	364	Organic Lentil Soup	Oloo	CX	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	45129934	3{7		159	100	25x05x78 cm	50	70	false
kullka001	365	Mushroom Soup (canned)	Babbleset	CX	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	20389907	7{7				67x36x30 cm	17	8	false
kullka001	366	Ethical Wool Scarf	BlogXS	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	18713692	9{7	94.48		100	47x54x29 cm	1	26	true
kullka001	367	Honey Graham Crackers	Bubblebox	M	bazar		2 - Estrangeira Adquirida no Mercado Interno	46609601	2{7	63.93	120	100	34x29x90 cm	79	30	false
kullka001	368	Stainless Steel BBQ Grill Set	Photospace	M	Bebidas		1 - Estrangeira Importação Direta	23391923	7{7	85.17			05x46x93 cm	48	73	true
kullka001	369	Whole Wheat Pasta	Topicblab	CX	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	22852132	7{7	20.84			15x86x46 cm	11	79	true
kullka001	370	Honey Almond Granola Bars	Skivee	M	açougue		0 - Nacional	20793347	6{7	39.27		100	38x61x99 cm	46	67	false
kullka001	371	Poppy Seed Dressing	Yacero	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	38793552	4{7			100	58x31x28 cm	43	57	false
kullka001	372	Wall Calendar	Kwilith	KG	Bebidas		0 - Nacional	12346540	7{7				64x37x26 cm	90	25	false
kullka001	373	Memory Card	Kamba	L	bazar		1 - Estrangeira Importação Direta	53050704	0{7		151		08x34x37 cm	22	30	true
kullka001	374	Non-Stick Crepe Pan	Fliptune	M	Bebidas		0 - Nacional	13234917	2{7		157		56x23x70 cm	12	48	true
kullka001	375	Cheddar Cheese Slices	Quatz	L	açougue		1 - Estrangeira Importação Direta	92148102	3{7	45.19	177		12x75x54 cm	74	51	true
kullka001	376	Car Phone Mount	Fanoodle	KG	alcoólicos		1 - Estrangeira Importação Direta	66712473	5{7			100	67x99x23 cm	44	53	false
kullka001	377	Beef Stroganoff Mix	Eabox	M	hortifruti		0 - Nacional	69677903	2{7	50.67	195		39x17x72 cm	80	12	false
kullka001	378	Herbed Chicken Breast	Zoonder	L	hortifruti		1 - Estrangeira Importação Direta	9280138	1{7	98.76	180	100	02x73x99 cm	100	9	false
kullka001	379	Frozen Fruit Medley	Zoomdog	UN	mercearia		1 - Estrangeira Importação Direta	66820642	6{7	28.69	106		66x50x77 cm	7	100	true
kullka001	380	Compact Refrigerator	Quimba	L	açougue		1 - Estrangeira Importação Direta	25266408	2{7		130		78x73x82 cm	24	16	false
kullka001	381	Dishwasher Safe Cutting Board	Zoomdog	UN	alcoólicos		1 - Estrangeira Importação Direta	49151898	3{7		105	100	91x73x94 cm	10	92	false
kullka001	382	Spicy Tuna Salad	Dablist	M	alcoólicos		1 - Estrangeira Importação Direta	40174758	9{7	26.03		100	36x38x70 cm	75	91	false
kullka001	383	Vegan Alfredo Sauce	Skaboo	M	alcoólicos		0 - Nacional	62867043	0{7	83.24	148	100	52x46x54 cm	24	28	false
kullka001	384	Brown Rice	Feedbug	KG	Bebidas		1 - Estrangeira Importação Direta	44185932	5{7		192	100	17x06x47 cm	100	66	true
kullka001	385	Fruit and Nut Energy Bites	Tekfly	M	bazar		1 - Estrangeira Importação Direta	3248639	4{7	38.96	140		01x68x25 cm	67	17	false
kullka001	386	Backpack	Ooba	CX	bazar		0 - Nacional	12662051	8{7		184	100	28x57x28 cm	13	31	true
kullka001	387	Chipotle Sauce	Avamba	KG	mercearia		1 - Estrangeira Importação Direta	67248469	0{7	65.34	181		11x42x36 cm	97	26	true
kullka001	388	Baking Powder	Trudeo	CX	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	76968874	8{7	67.74	123		17x29x06 cm	37	14	false
kullka001	389	Electric Milk Frother	Quatz	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	85887948	2{7	33.02	109	100	82x43x01 cm	32	94	false
kullka001	390	Coconut Curry Chicken	Skaboo	M	Bebidas		1 - Estrangeira Importação Direta	97590828	0{7	58.32		100	10x03x68 cm	23	64	true
kullka001	391	Memory Foam Mattress Pad	Wikizz	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	31262314	0{7			100	42x74x88 cm	29	55	false
kullka001	392	Cat Tree with Scratching Posts	Centidel	L	mercearia		2 - Estrangeira Adquirida no Mercado Interno	78595106	4{7		111	100	50x30x06 cm	20	7	true
kullka001	393	Beef Sirloin Steak	Fivebridge	M	alcoólicos		1 - Estrangeira Importação Direta	61561284	0{7	87.88			12x85x29 cm	74	28	true
kullka001	394	Sunglasses	Youopia	M	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	40444136	8{7				51x41x86 cm	44	20	false
kullka001	395	Foam Roller for Muscle Recovery	Feedmix	M	mercearia		0 - Nacional	15969662	8{7	86.72		100	88x62x21 cm	36	44	true
kullka001	396	Maxi Wrap Dress	Shufflebeat	M	mercearia		0 - Nacional	73929772	1{7			100	61x75x13 cm	94	7	true
kullka001	397	High-Waisted Skirt	Jayo	UN	alcoólicos		1 - Estrangeira Importação Direta	348862	8{7		194	100	58x37x25 cm	49	26	true
kullka001	398	High-Waisted Skirt	Avavee	L	Bebidas		1 - Estrangeira Importação Direta	16036249	6{7				55x41x69 cm	85	22	false
kullka001	399	Spice Rack	Eayo	UN	alcoólicos		0 - Nacional	79279702	4{7	65.84	176	100	70x81x07 cm	32	77	true
kullka001	400	Dried Mango Slices	Pixoboo	CX	bazar		0 - Nacional	79186371	7{7		124	100	71x26x95 cm	3	8	true
kullka001	401	Mediterranean Flatbread	Dynava	CX	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	63776861	8{7		131	100	24x72x06 cm	82	49	true
kullka001	402	Handheld Vacuum	Kaymbo	CX	alcoólicos		0 - Nacional	74325532	6{7		166		43x34x31 cm	43	1	true
kullka001	403	Cat Tree with Scratching Posts	Jabbersphere	CX	açougue		1 - Estrangeira Importação Direta	78625312	8{7	52.39	127		60x18x31 cm	83	14	true
kullka001	404	Organic Whole Wheat Flour	Edgetag	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	12942100	6{7	52.52			72x22x52 cm	14	53	false
kullka001	405	Garlic Herb Cream Cheese	Flashdog	L	hortifruti		0 - Nacional	71198290	3{7	30.3	127	100	41x54x22 cm	77	82	true
kullka001	406	Terry Cloth Robe	Eayo	CX	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	95355196	0{7	24.31		100	70x31x55 cm	56	100	true
kullka001	407	Children's Garden Tool Set	Jabberstorm	L	mercearia		0 - Nacional	77594896	9{7	84.22	148		50x78x61 cm	20	13	false
kullka001	408	Chia Seed Pudding	Realbuzz	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	20618911	3{7		115		07x30x37 cm	34	51	false
kullka001	409	Portable Pet Pooper Scooper	Plambee	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	94541381	3{7		152	100	83x77x59 cm	34	67	false
kullka001	410	Leather Crossbody Bag	Viva	UN	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	52415132	5{7		111		69x69x91 cm	17	92	false
kullka001	411	Truffle Parmesan Fries	Skinix	L	hortifruti		1 - Estrangeira Importação Direta	40034645	8{7	33.56		100	80x52x71 cm	78	18	true
kullka001	412	Rechargeable Electric Screwdriver	Skippad	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	68535912	6{7	41.44	169	100	84x95x37 cm	35	27	false
kullka001	413	Silicone Ice Cube Tray	Oyondu	UN	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	60862654	8{7	24.21		100	53x79x04 cm	17	83	true
kullka001	414	Chocolate Syrup	Kamba	M	mercearia		1 - Estrangeira Importação Direta	39018831	3{7	54.47			22x33x81 cm	15	97	true
kullka001	415	Personalized Keychain	Jaxbean	CX	açougue		1 - Estrangeira Importação Direta	46798933	0{7		163	100	27x02x86 cm	4	98	true
kullka001	416	Peanut Butter Pretzel Nuggets	Jayo	UN	mercearia		1 - Estrangeira Importação Direta	60770090	0{7				36x16x67 cm	20	21	true
kullka001	417	Lemon Dill Salmon	Wikido	M	açougue		0 - Nacional	62804699	6{7	96.27	186		64x77x03 cm	11	33	true
kullka001	418	Wild Rice Pilaf	Zooxo	UN	açougue		0 - Nacional	7093026	0{7	16.01			83x86x79 cm	51	69	false
kullka001	419	Smoked Paprika Chicken Thighs	Npath	UN	mercearia		1 - Estrangeira Importação Direta	68560530	3{7	47.53		100	37x93x15 cm	85	13	true
kullka001	420	Camera Lens Cleaning Kit	Jabbersphere	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	52260474	7{7	26.45	105		30x62x87 cm	80	81	true
kullka001	421	Compact Folding Table	Trupe	L	mercearia		0 - Nacional	6152812	5{7	69.91			39x58x10 cm	78	62	false
kullka001	422	Insulated Cooler	Fadeo	M	alcoólicos		1 - Estrangeira Importação Direta	44105233	3{7	69.8	150	100	05x78x80 cm	94	58	false
kullka001	423	Honey Garlic Chicken	Rhynyx	L	bazar		0 - Nacional	22782014	4{7	27.65	139		67x66x75 cm	64	100	true
kullka001	424	Classic Vanilla Fudge	Innojam	UN	bazar		1 - Estrangeira Importação Direta	79508112	5{7			100	52x70x85 cm	71	47	false
kullka001	425	Aeropress Coffee Maker	Fanoodle	L	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	9727710	8{7	58.97			46x31x58 cm	100	5	false
kullka001	426	Sourdough Bread	Jaxnation	KG	alcoólicos		1 - Estrangeira Importação Direta	16420432	3{7	96.21	192		36x87x38 cm	40	96	true
kullka001	427	Bamboo Toothbrush Holder	Thoughtworks	M	mercearia		1 - Estrangeira Importação Direta	94381946	1{7		117		98x81x73 cm	36	24	true
kullka001	428	Vegetable Spiralizer	Edgeclub	M	bazar		1 - Estrangeira Importação Direta	67172492	2{7				49x58x97 cm	56	11	false
kullka001	429	Bamboo Memory Foam Pillow	Voonix	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	83723185	3{7	38.47			42x16x16 cm	67	93	false
kullka001	430	Vegetarian Sausage Links	Cogibox	L	açougue		1 - Estrangeira Importação Direta	79002278	1{7		107		31x29x81 cm	30	73	false
kullka001	431	Chocolate Chip Pancake Mix	Topiclounge	L	bazar		1 - Estrangeira Importação Direta	12097440	1{7		191	100	24x81x23 cm	92	95	true
kullka001	432	Basil Lemonade	Tavu	KG	mercearia		2 - Estrangeira Adquirida no Mercado Interno	88599649	5{7		131	100	08x01x23 cm	85	72	true
kullka001	433	Electric Heat Pad	Oodoo	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	21338579	6{7	72.52		100	29x83x48 cm	43	33	false
kullka001	434	Harvest Grain Salad	Centidel	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	97808837	8{7			100	62x56x06 cm	15	11	true
kullka001	435	Buffalo Wing Sauce	Twitterlist	UN	mercearia		1 - Estrangeira Importação Direta	17775116	3{7	48.76	116		30x33x97 cm	40	26	false
kullka001	436	Ginger Snaps	Zoozzy	KG	mercearia		1 - Estrangeira Importação Direta	84693785	2{7				90x87x06 cm	49	95	true
kullka001	437	Organic Green Apples	Eamia	L	Bebidas		0 - Nacional	69844298	7{7	11.76	133	100	73x89x98 cm	21	87	true
kullka001	438	Action Camera	Yacero	UN	Bebidas		0 - Nacional	55408014	7{7	69.95	170	100	02x31x80 cm	24	34	false
kullka001	439	Smartphone Tripod with Bluetooth Remote	Realbridge	KG	alcoólicos		1 - Estrangeira Importação Direta	98332573	6{7	29.2	149		05x15x46 cm	17	29	true
kullka001	440	Coconut Curry Chicken	Jabbertype	KG	mercearia		0 - Nacional	36397951	4{7	36.82	137	100	11x41x84 cm	35	41	true
kullka001	441	Buffalo Chicken Wraps	Fivebridge	M	mercearia		1 - Estrangeira Importação Direta	9345532	0{7	49.85		100	48x83x03 cm	50	58	false
kullka001	442	Magnetic Phone Case	Lazz	CX	açougue		1 - Estrangeira Importação Direta	40451131	7{7		187	100	62x67x16 cm	29	91	true
kullka001	443	Almond Flour Tortillas	Tagchat	CX	bazar		1 - Estrangeira Importação Direta	39455285	5{7	55.67		100	25x42x83 cm	80	94	true
kullka001	444	Garlic & Herb Goat Cheese	Miboo	CX	alcoólicos		1 - Estrangeira Importação Direta	26384589	6{7	94.99	139		42x12x17 cm	40	32	false
kullka001	445	Portable Solar Phone Charger	Jabbertype	M	açougue		1 - Estrangeira Importação Direta	24506126	5{7	13.7		100	12x26x52 cm	26	80	true
kullka001	446	Vanilla Almond Granola	Npath	M	açougue		0 - Nacional	80689380	4{7	15.46	145		47x47x78 cm	85	3	true
kullka001	447	Camping Chair with Cooler	Brightdog	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	24627134	3{7		102	100	95x25x80 cm	82	58	false
kullka001	448	Roasted Red Pepper Sauce	Jabbercube	L	hortifruti		1 - Estrangeira Importação Direta	98236268	4{7		190		62x68x38 cm	96	25	true
kullka001	449	Adjustable Pet Grooming Table	Blogtags	KG	mercearia		0 - Nacional	48241426	1{7	67.75	155	100	14x79x38 cm	16	28	true
kullka001	450	Stainless Steel Grater	Realcube	KG	alcoólicos		1 - Estrangeira Importação Direta	57152261	3{7		154	100	14x15x87 cm	40	86	true
kullka001	451	Mini Waffle Maker	Riffpath	UN	açougue		2 - Estrangeira Adquirida no Mercado Interno	33887219	7{7	43.14	150	100	78x85x60 cm	66	85	false
kullka001	452	Sports Bottle	Oyonder	UN	açougue		2 - Estrangeira Adquirida no Mercado Interno	39812427	4{7	56.54	131		57x24x00 cm	76	36	true
kullka001	453	Honey Lemon Tea	Topdrive	L	hortifruti		0 - Nacional	95582599	1{7		152	100	22x15x63 cm	16	20	true
kullka001	454	Creamy Spinach Dip	Skynoodle	L	bazar		0 - Nacional	11289497	0{7	18.22	102		53x30x73 cm	79	53	false
kullka001	455	Travel Pillow	Mydo	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	41995555	4{7	57.5	188		75x48x57 cm	41	20	true
kullka001	456	Mini Projector	Yacero	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	88115477	4{7	39.58	180	100	48x26x77 cm	19	30	true
kullka001	457	Sesame Oil	Edgeblab	L	mercearia		2 - Estrangeira Adquirida no Mercado Interno	58735183	2{7		198	100	29x44x84 cm	4	32	false
kullka001	458	Lemon Pepper Seasoning	Skyvu	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	71185919	6{7	88.23		100	69x01x25 cm	94	81	true
kullka001	459	Kid's Fruit Snacks	Voonix	UN	açougue		2 - Estrangeira Adquirida no Mercado Interno	26543902	1{7		102	100	90x64x37 cm	80	34	false
kullka001	460	Organic Black Beans	Avamba	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	62730441	9{7	24.47	103	100	36x99x14 cm	75	19	false
kullka001	461	Chili Powder	Gigashots	M	mercearia		0 - Nacional	54986992	7{7	37.43			34x13x35 cm	10	6	true
kullka001	462	Classic Baseball Cap	Browsecat	L	mercearia		1 - Estrangeira Importação Direta	71030440	5{7	16.46	157	100	86x32x82 cm	33	43	true
kullka001	463	Apple Juice	Thoughtstorm	KG	hortifruti		1 - Estrangeira Importação Direta	17564049	7{7	26.21			13x88x90 cm	16	98	false
kullka001	464	Window Blinds	Meetz	M	Bebidas		0 - Nacional	60914636	8{7	13.15	107	100	98x46x57 cm	4	40	true
kullka001	465	Car Seat Organizer	Jaxworks	L	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	49123965	5{7	17.33		100	08x75x11 cm	78	88	true
kullka001	466	Ice Cube Tray with Lid	Roombo	L	alcoólicos		0 - Nacional	41840381	1{7		121	100	03x80x79 cm	52	31	false
kullka001	467	Smart Thermostat	Skyvu	L	bazar		1 - Estrangeira Importação Direta	70978242	5{7	41.68	152	100	58x36x95 cm	3	41	true
kullka001	468	Plaid Flannel Shirt	Twinte	KG	alcoólicos		1 - Estrangeira Importação Direta	82068833	9{7	65.47	100		65x83x28 cm	40	52	false
kullka001	469	Californian Raisins	Photospace	KG	açougue		0 - Nacional	94658758	2{7	56.23	126		77x11x89 cm	17	26	false
kullka001	470	Barbecue Chicken Pizza	Browsezoom	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	66515528	1{7		157	100	69x42x16 cm	5	2	true
kullka001	471	Spicy Tuna Sushi Kit	Gigaclub	KG	açougue		0 - Nacional	42611413	5{7			100	93x21x28 cm	99	56	false
kullka001	472	Frozen Mixed Berries	Wikizz	UN	açougue		0 - Nacional	85401961	3{7		177	100	96x33x67 cm	63	2	false
kullka001	473	Basmati Rice	Yodo	L	alcoólicos		0 - Nacional	86862828	7{7	28.89		100	68x24x22 cm	38	94	true
kullka001	474	DIY Candle Making Kit	Quamba	UN	hortifruti		0 - Nacional	35551964	2{7			100	81x72x00 cm	8	30	false
kullka001	475	Cinnamon Raisin Bread	Skippad	UN	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	20500328	0{7	12.92			44x14x16 cm	68	48	false
kullka001	476	Tailored Dress Pants	Twinder	CX	hortifruti		1 - Estrangeira Importação Direta	50612813	0{7	33.54	188		11x98x54 cm	29	21	true
kullka001	477	Pet Travel Carrier	Leexo	KG	alcoólicos		1 - Estrangeira Importação Direta	83881195	3{7		134		86x55x91 cm	5	95	true
kullka001	478	Elderberry Syrup	Oyoyo	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	32801140	5{7	44.98	156	100	69x83x88 cm	65	59	false
kullka001	479	Cinnamon Roll Protein Bar	Agimba	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	91270308	9{7	21.88		100	84x83x34 cm	8	5	true
kullka001	480	Chipotle Seasoning Blend	Twitterwire	UN	alcoólicos		0 - Nacional	59116179	0{7	32.52	137	100	72x19x62 cm	43	65	true
kullka001	481	Black Bean Spaghetti	Yambee	M	açougue		0 - Nacional	12887343	7{7			100	23x70x68 cm	20	89	true
kullka001	482	Pet Hair Removal Brush	Leenti	M	bazar		1 - Estrangeira Importação Direta	38733571	8{7	72.58	100	100	63x94x68 cm	37	38	true
kullka001	483	Cinnamon Sugar Donuts	Edgetag	KG	bazar		1 - Estrangeira Importação Direta	74998993	9{7		141	100	71x84x74 cm	54	1	false
kullka001	484	Smart Home Security Camera	Yodoo	L	Bebidas		0 - Nacional	17092028	1{7		184	100	18x10x85 cm	63	21	true
kullka001	485	Portable Blender	Jayo	KG	alcoólicos		1 - Estrangeira Importação Direta	5520681	2{7		200	100	74x94x71 cm	97	42	false
kullka001	486	Cucumber	Livetube	L	hortifruti		0 - Nacional	66085379	9{7	50.81		100	34x90x46 cm	9	68	true
kullka001	487	Organic Coconut Flour	Brainbox	L	açougue		1 - Estrangeira Importação Direta	20986237	9{7	64.93	166	100	76x86x80 cm	28	94	false
kullka001	488	Herbed Chicken Breast	Edgewire	UN	bazar		0 - Nacional	44586375	0{7	90.83		100	97x60x17 cm	98	48	false
kullka001	489	Sweet Potato Tots	Wikibox	M	mercearia		0 - Nacional	73875813	6{7	34.26	188		32x70x60 cm	99	19	false
kullka001	490	Denim Jacket	Skyba	UN	açougue		1 - Estrangeira Importação Direta	4398444	6{7		100		74x06x29 cm	62	67	true
kullka001	491	Maple Bacon Jerky	Dabtype	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	9820199	7{7	44.25	112		16x89x23 cm	62	20	false
kullka001	492	Samsung Galaxy Smartwatch	Jabberbean	L	açougue		0 - Nacional	98459902	0{7	33.23		100	45x16x64 cm	65	55	true
kullka001	493	Chocolate Hazelnut Spread	Gigaclub	KG	mercearia		0 - Nacional	3689341	9{7	92.43	138	100	96x65x88 cm	18	45	true
kullka001	494	Foam Building Blocks for Kids	Yodo	M	hortifruti		0 - Nacional	81551291	0{7	75.25	114	100	83x98x18 cm	46	13	false
kullka001	495	Honey Lemon Tea	Fivechat	UN	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	69581587	7{7	51.26		100	01x33x30 cm	36	40	false
kullka001	496	Instant Camera	Skidoo	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	18962159	2{7		168		61x15x87 cm	69	65	true
kullka001	497	Blueberry Chia Jam	Lajo	M	açougue		0 - Nacional	61742185	7{7	90.55		100	78x59x20 cm	65	98	false
kullka001	498	Compressible Packing Cubes	Rhycero	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	39887739	5{7		184	100	17x70x64 cm	49	40	false
kullka001	499	Pasta Primavera Kit	Oyondu	CX	Bebidas		0 - Nacional	80575909	6{7		161	100	10x63x52 cm	31	54	false
kullka001	500	Sweet Potatoes (organic)	Jaxnation	L	mercearia		1 - Estrangeira Importação Direta	96029631	6{7				25x83x00 cm	13	12	true
kullka001	501	Lentil Soup	Tagfeed	M	mercearia		0 - Nacional	11292613	6{7	58.17	158		65x91x26 cm	97	13	false
kullka001	502	Outdoor Camping Hammock	Thoughtblab	UN	açougue		1 - Estrangeira Importação Direta	78114353	0{7			100	74x54x14 cm	41	11	false
kullka001	503	Bike Repair Tool Kit	Yotz	CX	hortifruti		0 - Nacional	21681495	0{7		125		91x02x38 cm	52	51	false
kullka001	504	Heart-Shaped Baking Molds	Photojam	KG	mercearia		0 - Nacional	13547781	9{7	40.44			87x40x25 cm	90	7	true
kullka001	505	Gluten-Free Brownies	Camimbo	L	açougue		1 - Estrangeira Importação Direta	43584539	4{7	52.33	152		27x54x68 cm	96	43	false
kullka001	506	Spaghetti Squash	Tavu	L	hortifruti		0 - Nacional	67754351	7{7		187		69x81x58 cm	91	41	true
kullka001	507	Chicken Broth	Thoughtstorm	CX	açougue		1 - Estrangeira Importação Direta	97851847	3{7		152		82x73x73 cm	36	93	false
kullka001	508	Ice Cream Maker	Layo	M	hortifruti		1 - Estrangeira Importação Direta	47960401	8{7	31.5			19x31x98 cm	69	49	true
kullka001	509	Elderberry Syrup Kit	Ooba	M	mercearia		1 - Estrangeira Importação Direta	37922968	0{7		120	100	72x22x67 cm	18	21	true
kullka001	510	Vegetable Quinoa Bowl	Zooxo	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	96705905	7{7				66x02x19 cm	62	56	true
kullka001	511	Portable Air Pump	Tekfly	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	88347404	1{7		184		45x00x04 cm	69	86	false
kullka001	512	Organic Quinoa Chips	Miboo	UN	bazar		1 - Estrangeira Importação Direta	46780569	9{7			100	51x01x11 cm	24	64	true
kullka001	513	Outdoor Mosquito Repellent Lantern	Brainlounge	M	açougue		0 - Nacional	70368509	0{7	94.33	163		88x90x62 cm	49	79	true
kullka001	514	Floral Summer Dress	Tambee	M	açougue		0 - Nacional	16155555	7{7	42.01	121	100	87x30x45 cm	84	82	true
kullka001	515	Couscous	Camimbo	L	bazar		0 - Nacional	78588802	3{7	12.16		100	50x29x36 cm	17	84	true
kullka001	516	Vegetable Lasagna	DabZ	L	Bebidas		1 - Estrangeira Importação Direta	41071480	5{7				20x59x61 cm	19	61	false
kullka001	517	Creamy Spinach Dip	Skidoo	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	59056761	9{7	34.94		100	74x43x49 cm	45	41	false
kullka001	518	Sweet Pea Hummus	Fliptune	M	bazar		1 - Estrangeira Importação Direta	55103357	3{7	52.07		100	81x22x34 cm	97	26	true
kullka001	519	Chicken Broth	Twiyo	KG	açougue		1 - Estrangeira Importação Direta	59006414	1{7		190	100	15x28x24 cm	56	89	true
kullka001	520	Pumpkin Waffles	Topicshots	L	mercearia		0 - Nacional	71256263	6{7	62.47	140	100	59x92x48 cm	16	88	false
kullka001	521	Sliced Strawberries	Oyoba	M	açougue		0 - Nacional	67762010	7{7		178	100	38x45x55 cm	21	8	true
kullka001	522	Vegetable Stock	Browsetype	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	1711923	2{7			100	74x27x64 cm	88	21	true
kullka001	523	Portable Bluetooth Speaker	Kwinu	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	73238219	7{7	92.81	115		57x51x82 cm	97	36	true
kullka001	524	Collapsible Folding Chair	Zooxo	KG	mercearia		1 - Estrangeira Importação Direta	51028412	1{7		105	100	29x02x34 cm	34	69	false
kullka001	525	Cotton Tote Bag Set	Yadel	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	34950927	8{7	67.56	121	100	61x61x27 cm	86	56	false
kullka001	526	Air Fryer	Wikizz	L	açougue		1 - Estrangeira Importação Direta	42902737	9{7	36.14	160		09x45x66 cm	52	90	false
kullka001	527	Repair Tool Set for Home Improvement	Skivee	CX	açougue		0 - Nacional	62927282	4{7				20x76x59 cm	19	53	true
kullka001	528	Vegetable and Cheese Quesadillas	Quinu	KG	mercearia		1 - Estrangeira Importação Direta	78536137	6{7	29.55			18x68x05 cm	58	18	true
kullka001	529	Magnetic Spice Containers	Rhyloo	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	19340291	5{7		111		59x28x58 cm	41	61	true
kullka001	530	Beef Taco Skillet	Kazio	L	mercearia		2 - Estrangeira Adquirida no Mercado Interno	43472635	8{7	46.47	173		42x95x64 cm	4	43	false
kullka001	531	Vegetable Stir-Fry Kit	Mynte	CX	mercearia		0 - Nacional	26248464	2{7	87.82		100	18x69x83 cm	37	1	false
kullka001	532	Baking Powder	Trudoo	CX	açougue		1 - Estrangeira Importação Direta	27546813	1{7		118	100	39x61x80 cm	19	38	true
kullka001	533	Soft Plush Throw Blanket	Realbuzz	L	alcoólicos		0 - Nacional	40700744	9{7		145		39x32x73 cm	1	37	false
kullka001	534	Ethically-Sourced Coffee Beans	Skaboo	M	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	30599698	2{7	13.47	170	100	65x84x55 cm	3	68	true
kullka001	535	Maple Cinnamon Granola	Demimbu	KG	açougue		1 - Estrangeira Importação Direta	33167819	1{7	47.65		100	57x54x56 cm	19	88	false
kullka001	536	Mushroom Soup (canned)	Skibox	CX	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	33270592	7{7	85.73	145		57x38x61 cm	45	99	false
kullka001	537	Asian Stir-Fry Vegetables	Meemm	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	23519740	9{7		132	100	67x59x00 cm	41	73	false
kullka001	538	Electric Milk Frother	Realbridge	CX	mercearia		0 - Nacional	49032175	0{7	77.46	192	100	60x36x72 cm	26	8	true
kullka001	539	French Bread	Janyx	CX	alcoólicos		0 - Nacional	20373732	9{7	81.22		100	12x95x23 cm	39	27	false
kullka001	540	Safety Goggles	Yombu	KG	mercearia		0 - Nacional	88111773	4{7	16.45	157		80x25x18 cm	47	79	true
kullka001	541	Stainless Steel Straws	Zava	UN	açougue		0 - Nacional	2777632	4{7		154		15x30x16 cm	51	4	true
kullka001	542	Peach Mango Smoothie	Rhyzio	UN	hortifruti		1 - Estrangeira Importação Direta	77694547	0{7	13.65			01x06x08 cm	18	74	true
kullka001	543	Glass Tea Pot	Izio	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	17461591	3{7		184	100	40x05x48 cm	2	22	false
kullka001	544	Portable Electric Fan	Jaxbean	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	10908807	9{7	86.36	192	100	62x59x76 cm	23	45	true
kullka001	545	Tomato Paste	Wordpedia	M	bazar		2 - Estrangeira Adquirida no Mercado Interno	55894617	6{7	73.8	160	100	20x73x48 cm	37	38	false
